mean_letter_height,std_letter_height,mean_letter_width,std_letter_width,letter_height_cv,proportion_consistency_std,letter_spacing,word_spacing,stroke_length_total,corner_count,corner_density,num_components,total_ink_area,component_density,horizontal_regularity_baseline_std,vertical_regularity_height_std,margin_alignment_std,slant_angle_deg,label,source
17.0,11.0,17.5,10.5,0.6470587854671302,0.08333325396826957,-14.0,-14.0,936.5244276681032,4,0.00612557426320739,2,653.0,0.003062787131603695,0.049074409486915126,11.0,7.0,-38.499576568603516,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,992.6382199366079,5,0.006915629312703141,1,723.0,0.0013831258625406281,0.0,0.0,0.0,-26.655292510986328,0,Gambo
18.5,11.5,18.5,11.5,0.6216215880204546,5.476189512965135e-08,-16.0,-16.0,1131.607506996524,5,0.006729475091884959,2,743.0,0.002691790036753984,0.12190975682008831,11.5,7.0,125.50313568115234,0,Gambo
18.0,12.0,19.0,11.0,0.6666666296296316,0.16666657222224018,-19.0,-19.0,1114.6207847376734,6,0.008264462798533798,2,726.0,0.002754820932844599,0.08565898843529846,12.0,5.5,127.35075378417969,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1067.6794052292496,6,0.007722007712069488,1,777.0,0.0012870012853449147,0.0,0.0,0.0,114.72199249267578,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,978.4678213870233,4,0.005082592115524026,1,787.0,0.0012706480288810064,0.0,0.0,0.0,-24.573909759521484,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1046.6360671482394,6,0.009036144564704602,1,664.0,0.0015060240941174336,0.0,0.0,0.0,67.69535064697266,0,Gambo
14.333333333333334,10.402991022884823,16.666666666666668,8.806563209081938,0.7257900207275444,0.2357021735311214,-17.2,-9.2,1104.6001789625652,8,0.012195121932629387,3,656.0,0.00457317072473602,0.2634184685848892,10.402991022884823,4.189935029992179,51.40146255493164,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1188.5688783395167,8,0.011851851834293553,1,675.0,0.001481481479286694,0.0,0.0,0.0,132.12234497070312,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,959.5699458900417,5,0.006983240213710559,1,716.0,0.0013966480427421116,0.0,0.0,0.0,-40.67561721801758,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1138.606760678121,6,0.00884955750907145,1,678.0,0.0014749262515119082,0.0,0.0,0.0,113.240478515625,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1258.560597433336,8,0.011577424006400255,1,691.0,0.0014471780008000318,0.0,0.0,0.0,52.9901123046875,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,997.5577933638326,7,0.011345218782260585,1,617.0,0.0016207455403229407,0.0,0.0,0.0,129.41891479492188,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1075.5442411775632,6,0.00807537011026195,1,743.0,0.001345895018376992,0.0,0.0,0.0,-43.98011016845703,0,Gambo
13.666666666666666,10.208928554075703,14.0,10.03327796219494,0.7469947175912917,0.05892555436604498,-13.1,-6.6,1075.547508347503,6,0.010489510471172185,3,572.0,0.0052447552355860926,0.24161963677988735,10.208928554075703,5.436502143433364,123.11046600341797,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1087.6162540885227,8,0.012102874414367816,1,661.0,0.001512859301795977,0.0,0.0,0.0,-38.27677917480469,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1018.5563905787711,5,0.007309941509780787,1,684.0,0.0014619883019561576,0.0,0.0,0.0,-21.463298797607422,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,916.5540648564838,6,0.009230769216568048,1,650.0,0.0015384615360946746,0.0,0.0,0.0,-39.31705093383789,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,977.5166549177634,6,0.007812499989827474,1,768.0,0.0013020833316379123,0.0,0.0,0.0,-18.439071655273438,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1089.553902523243,7,0.009873060634875796,1,709.0,0.0014104372335536851,0.0,0.0,0.0,60.37683868408203,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,927.4870419292811,5,0.006906077338527518,1,724.0,0.0013812154677055035,0.0,0.0,0.0,-28.501075744628906,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1014.7020520420465,6,0.008583690974844505,1,699.0,0.0014306151624740842,0.0,0.0,0.0,51.22826385498047,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1099.5260751535313,5,0.007352941165657439,1,680.0,0.001470588233131488,0.0,0.0,0.0,133.899658203125,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1115.5626283842091,6,0.0077720207153212165,1,772.0,0.0012953367858868695,0.0,0.0,0.0,-33.573089599609375,0,Gambo
18.0,10.0,19.0,9.0,0.5555555246913597,0.12499993973215212,-19.0,-19.0,965.6203843963449,6,0.009216589847593564,2,651.0,0.0030721966158645214,0.13559173903602953,10.0,4.5,84.46014404296875,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1102.6396505371179,5,0.006906077338527518,1,724.0,0.0013812154677055035,0.0,0.0,0.0,127.51578521728516,0,Gambo
17.5,12.5,19.5,10.5,0.7142856734693901,0.3999998366667021,-18.0,-18.0,1108.5847140588157,7,0.009510869552295013,2,736.0,0.002717391300655718,0.19521102780612307,12.5,6.0,81.2279281616211,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,983.5985717928955,5,0.006468305295642554,1,773.0,0.0012936610591285109,0.0,0.0,0.0,116.76882934570312,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1142.5743154891165,6,0.008042895431577888,1,746.0,0.001340482571929648,0.0,0.0,0.0,131.19602966308594,0,Gambo
18.0,12.0,19.5,10.5,0.6666666296296316,0.24999989166668696,-18.0,-18.0,1131.630053152743,5,0.006954102911051317,2,719.0,0.0027816411644205267,0.07373308355380923,12.0,6.0,103.57339477539062,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1093.6547086930595,7,0.009485094838096078,1,738.0,0.0013550135482994397,0.0,0.0,0.0,133.04507446289062,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,957.581278417032,5,0.007331378288370413,1,682.0,0.0014662756576740827,0.0,0.0,0.0,32.75196075439453,0,Gambo
18.5,9.5,19.5,8.5,0.5135134857560277,0.11111106106702645,-20.0,-20.0,1089.5434110546305,7,0.011456628459154454,2,611.0,0.0032733224169012726,0.08412276975230479,9.5,4.0,29.63429069519043,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1079.5945634547181,6,0.008862629233585481,1,677.0,0.0014771048722642469,0.0,0.0,0.0,33.85549545288086,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1024.5881999619091,6,0.00795755967114382,1,754.0,0.0013262599451906367,0.0,0.0,0.0,89.87841796875,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1245.6042642224745,10,0.016260162575186726,1,615.0,0.0016260162575186727,0.0,0.0,0.0,-44.45560073852539,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1130.5182251122899,7,0.009308510625919534,1,752.0,0.0013297872322742192,0.0,0.0,0.0,-17.576045989990234,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1068.6257425359895,7,0.009308510625919534,1,752.0,0.0013297872322742192,0.0,0.0,0.0,129.13693237304688,0,Gambo
18.5,11.5,18.5,11.5,0.6216215880204546,5.476189512965135e-08,-18.0,-18.0,1129.6329008506573,7,0.009722222208719137,2,720.0,0.0027777777739197533,0.12601222539545084,11.5,6.0,100.5297622680664,0,Gambo
16.5,11.5,17.0,11.0,0.6969696547291118,0.09999989785716629,-15.0,-15.0,1043.5619251498795,5,0.008620689640309155,2,580.0,0.003448275856123662,0.0720253728550083,11.5,6.5,51.47113037109375,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,993.6103261626395,7,0.010115606921798257,1,692.0,0.0014450867031140366,0.0,0.0,0.0,128.86013793945312,0,Gambo
17.5,10.5,17.5,10.5,0.5999999657142876,5.357141896755735e-08,-15.0,-15.0,1004.5863951021987,7,0.011308562178823001,2,619.0,0.0032310177653780002,0.07794809159239137,10.5,6.5,131.38072204589844,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1023.5827368924188,4,0.005208333326551649,1,768.0,0.0013020833316379123,0.0,0.0,0.0,-44.43675994873047,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,967.5039790617286,4,0.005069708485336237,1,789.0,0.0012674271213340593,0.0,0.0,0.0,-36.306053161621094,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,984.6977816994786,5,0.007062146882680583,1,708.0,0.0014124293765361167,0.0,0.0,0.0,123.17718505859375,0,Gambo
14.666666666666666,10.842303978193728,14.666666666666666,10.842303978193728,0.7392479481099397,5.163000986240405e-08,-15.1,-8.6,1068.6583662212242,6,0.008119079826631827,3,739.0,0.004059539913315913,0.26392789469830924,10.842303978193728,5.436502143433364,81.0742416381836,0,Gambo
19.5,9.5,20.0,9.0,0.487179462195925,0.0499999622413842,-20.0,-20.0,995.6484323797958,5,0.007132667607514027,2,701.0,0.0028530670430056107,0.1067428059493563,9.5,4.5,130.2179412841797,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1110.5321821882862,7,0.009271523166527783,1,755.0,0.0013245033095039692,0.0,0.0,0.0,60.60395812988281,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1078.589299278428,7,0.011627906957428725,1,602.0,0.0016611295653469608,0.0,0.0,0.0,96.30867004394531,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,941.6350283580722,4,0.005069708485336237,1,789.0,0.0012674271213340593,0.0,0.0,0.0,128.83251953125,0,Gambo
18.0,11.0,19.0,10.0,0.6111110771604957,0.14285706826179995,-20.0,-20.0,1087.5678506685365,8,0.011869436184169977,2,674.0,0.002967359046042494,0.10173779037461032,11.0,4.5,50.93915939331055,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,987.5543675889771,5,0.007299270062336832,1,685.0,0.0014598540124673663,0.0,0.0,0.0,-36.60231399536133,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,996.5885775330898,5,0.006485084297684716,1,771.0,0.0012970168595369432,0.0,0.0,0.0,131.13844299316406,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1090.6958658769577,6,0.007812499989827474,1,768.0,0.0013020833316379123,0.0,0.0,0.0,114.69468688964844,0,Gambo
21.5,8.5,20.0,10.0,0.39534881882098516,0.1153846283037458,-20.0,-20.0,1051.6134991366964,5,0.0068119890915368,2,734.0,0.00272479563661472,0.010071673170606995,8.5,5.0,83.00721740722656,0,Gambo
22.5,6.5,21.5,7.5,0.2888888760493833,0.06250001010236961,-21.0,-21.0,1137.5671785381048,7,0.01118210860833529,2,626.0,0.003194888173810083,0.03921932911193728,6.5,4.0,52.658634185791016,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,990.5613132523381,5,0.007836990583327602,1,638.0,0.0015673981166655201,0.0,0.0,0.0,43.72611999511719,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1036.4779156462691,6,0.007978723393645314,1,752.0,0.0013297872322742192,0.0,0.0,0.0,-8.273877143859863,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1193.594403211167,8,0.011577424006400255,1,691.0,0.0014471780008000318,0.0,0.0,0.0,-41.636383056640625,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,997.6101599273711,5,0.007052186167768426,1,709.0,0.0014104372335536851,0.0,0.0,0.0,-38.03755187988281,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1101.535486771941,6,0.008486562930004861,1,707.0,0.0014144271550008101,0.0,0.0,0.0,134.3547821044922,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1044.630736214534,5,0.006451612894901144,1,775.0,0.001290322578980229,0.0,0.0,0.0,57.74390411376953,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1110.6151191528459,5,0.006925207746640987,1,722.0,0.0013850415493281973,0.0,0.0,0.0,126.0948486328125,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1068.6198884197806,7,0.010447761178436177,1,670.0,0.0014925373112051681,0.0,0.0,0.0,41.56003189086914,0,Gambo
17.5,11.5,17.5,11.5,0.6571428195918388,6.60919407535765e-08,-20.0,-20.0,1029.5306787073432,5,0.007062146882680583,2,708.0,0.0028248587530722334,0.10618048248061154,11.5,4.5,46.43246841430664,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,942.4752640644592,5,0.007163323771972315,1,698.0,0.001432664754394463,0.0,0.0,0.0,-29.856033325195312,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,940.524025088511,5,0.0070224719002493375,1,712.0,0.0014044943800498675,0.0,0.0,0.0,-44.038116455078125,0,Gambo
13.333333333333334,11.08552609887726,17.0,8.831760866327848,0.8314143950597149,0.545237376115035,-17.8,-10.799999999999999,1182.606815691861,7,0.011925042569122584,3,587.0,0.005110732529623965,0.3201247455624629,11.08552609887726,3.299831645537222,56.72168731689453,0,Gambo
18.0,12.0,19.0,11.0,0.6666666296296316,0.16666657222224018,-19.0,-19.0,1141.604974855744,8,0.010989010973916193,2,728.0,0.0027472527434790482,0.15935210830724517,12.0,5.5,83.47274780273438,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,980.5553831087294,6,0.009836065557645794,1,610.0,0.0016393442596076323,0.0,0.0,0.0,-40.64059829711914,0,Gambo
17.5,12.5,17.5,12.5,0.7142856734693901,8.333331391607857e-08,-22.0,-22.0,1157.659204578379,6,0.009049773742006375,2,663.0,0.003016591247335458,0.1706513860967385,12.5,4.0,56.55873107910156,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,936.6857234173708,6,0.00936037440037383,1,641.0,0.0015600624000623052,0.0,0.0,0.0,69.49767303466797,0,Gambo
